date,description_raw,amount,true_category,true_anomaly,description_clean,merchant,month,day_of_week,day_of_month,category,category_confidence,amount_abs,log_amount,merchant_frequency,merchant_median_amount,merchant_amount_ratio,merchant_high_ratio,merchant_positive_robust_z,is_anomaly_candidate,is_anomaly,anomaly_score,anomaly_reason
2026-02-08,KROGER #912,79.4,Groceries,0,kroger,kroger,2,6,8,Groceries,0.7572,79.4,4.387014176184921,0.026,71.93,1.1038509662171556,1.1038509662171556,0.22343441123237986,False,False,15.1,
2026-02-08,NETFLIX.COM,19.62,Entertainment,0,netflix com,netflix,2,6,8,Entertainment,0.8948,19.62,3.026261478588814,0.022,19.62,1.0,1.0,0.0,False,False,7.6,
2026-02-08,BEST BUY 882,61.74,Shopping,0,best buy,best buy,2,6,8,Shopping,0.8555,61.74,4.138999202762532,0.038,117.4,0.5258943781942078,1.0,0.0,False,False,2.9,
2026-02-09,WHOLE FOODS MARKET,71.1,Groceries,0,whole foods market,whole foods,2,0,9,Groceries,0.8276,71.1,4.278054044290903,0.048,77.685,0.9152346012743772,1.0,0.0,False,False,8.5,
2026-02-09,DUNKIN 349832,4.69,Dining,0,dunkin,dunkin,2,0,9,Dining,0.8728,4.69,1.7387102481382397,0.044,7.555,0.6207809397749835,1.0,0.0,False,False,17.9,
2026-02-09,COSTCO WHOLESALE,359.85,Groceries,1,costco wholesale,costco wholesale,2,0,9,Groceries,0.8857,359.85,5.888462359518282,0.06,107.98,3.3325615854787927,3.3325615854787927,4.680644374965422,True,True,80.4,amount is 3.3x this merchant's typical amount (median $107.98)
2026-02-09,DUNKIN 349832,7.79,Dining,0,dunkin,dunkin,2,0,9,Dining,0.8728,7.79,2.1736147116970854,0.044,7.555,1.0311052283256121,1.0311052283256121,0.0627743875156436,False,False,19.3,
2026-02-10,PANERA BREAD 2918,18.11,Dining,0,panera bread,panera bread,2,1,10,Dining,0.8521,18.11,2.950211758252182,0.046,18.11,1.0,1.0,0.0,False,False,6.5,
2026-02-10,WHOLE FOODS MARKET,69.31,Groceries,0,whole foods market,whole foods,2,1,10,Groceries,0.8276,69.31,4.25291403621107,0.048,77.685,0.8921928300186651,1.0,0.0,False,False,8.3,
2026-02-10,WHOLE FOODS MARKET,103.95,Groceries,0,whole foods market,whole foods,2,1,10,Groceries,0.8276,103.95,4.653484046266642,0.048,77.685,1.3380961575593744,1.3380961575593744,0.5745256947511845,False,False,22.3,
2026-02-10,DUNKIN 349832,3.01,Dining,0,dunkin,dunkin,2,1,10,Dining,0.8728,3.01,1.3887912413184778,0.044,7.555,0.3984116479152879,1.0,0.0,False,False,31.3,
2026-02-10,DISNEY PLUS,19.24,Entertainment,0,disney plus,disney plus,2,1,10,Entertainment,0.8426,19.24,3.0076608444192647,0.014,19.96,0.9639278557114227,1.0,0.0,False,False,17.6,
2026-02-11,STARBUCKS STORE 12931,13.18,Dining,0,starbucks store,starbucks,2,2,11,Dining,0.8092,13.18,2.6518325211039815,0.07,9.87,1.3353596757852078,1.3353596757852078,0.9112507811704209,False,False,38.7,
2026-02-12,TACO BELL 3982,10.96,Dining,0,taco bell,taco bell,2,3,12,Dining,0.861,10.96,2.481567748522486,0.036,12.05,0.9095435684647303,1.0,0.0,False,False,6.8,
2026-02-12,DUNKIN 349832,8.01,Dining,0,dunkin,dunkin,2,3,12,Dining,0.8728,8.01,2.1983350716202463,0.044,7.555,1.0602250165453342,1.0602250165453342,0.12154189923241618,False,False,20.7,
2026-02-12,SPEEDWAY 8912,113.34,Fuel,1,speedway,speedway,2,3,12,Fuel,0.8361,113.34,4.7391764658358255,0.024,44.185,2.565123910829467,2.565123910829467,3.292933884334906,True,True,66.3,amount is 2.6x this merchant's typical amount (median $44.19)
2026-02-13,BEST BUY 882,51.69,Shopping,0,best buy,best buy,2,4,13,Shopping,0.8555,51.69,3.9644256842211942,0.038,117.4,0.440289608177172,1.0,0.0,False,False,2.7,
2026-02-15,AMAZON MARKETPLACE,415.78,Shopping,1,amazon marketplace,amazon marketplace,2,6,15,Shopping,0.8586,415.78,6.032558504642943,0.034,69.9,5.948211731044348,5.948211731044348,6.93704620540484,True,True,88.3,amount is 5.9x this merchant's typical amount (median $69.90)
2026-02-15,WHOLE FOODS MARKET,113.09,Groceries,0,whole foods market,whole foods,2,6,15,Groceries,0.8276,113.09,4.736987610608278,0.048,77.685,1.455750788440497,1.455750788440497,0.774455824202006,False,False,23.4,
2026-02-15,EXXON 57291,51.9,Fuel,0,exxon,exxon,2,6,15,Fuel,0.8754,51.9,3.9684033388642534,0.014,59.83,0.86745779709176,1.0,0.0,False,False,19.4,
2026-02-15,KROGER #912,32.98,Groceries,0,kroger,kroger,2,6,15,Groceries,0.7572,32.98,3.525772116243786,0.026,71.93,0.45850132072848593,1.0,0.0,False,False,7.5,
2026-02-16,COSTCO WHOLESALE,56.52,Groceries,0,costco wholesale,costco wholesale,2,0,16,Groceries,0.8857,56.52,4.052132713412791,0.06,107.98,0.5234302648638637,1.0,0.0,False,False,14.8,
2026-02-17,SHELL OIL 88321,73.9,Fuel,0,shell oil,shell,2,1,17,Fuel,0.8847,73.9,4.316153890523174,0.028,55.515,1.3311717553814286,1.3311717553814286,1.072244929786183,False,False,19.0,
2026-02-17,CHIPOTLE 1432,20.28,Dining,0,chipotle,chipotle,2,1,17,Dining,0.8391,20.28,3.0577676644734435,0.044,15.82,1.281921618204804,1.281921618204804,0.7905988928424742,False,False,18.2,
2026-02-17,SHOPRITE #441,42.36,Groceries,0,shoprite,shoprite,2,1,17,Groceries,0.7574,42.36,3.769537357131391,0.034,89.38,0.47393152830610874,1.0,0.0,False,False,0.5,
2026-02-17,COSTCO WHOLESALE,164.55,Groceries,0,costco wholesale,costco wholesale,2,1,17,Groceries,0.8857,164.55,5.109273263993256,0.06,107.98,1.5238933135765884,1.5238933135765884,1.0512726894500892,False,False,37.2,
2026-02-17,CHEVRON 5812,70.37,Fuel,0,chevron,chevron,2,1,17,Fuel,0.9404,70.37,4.267877612982976,0.034,56.98,1.2349947349947352,1.2349947349947352,0.8828378562455149,False,False,13.1,
2026-02-17,MCDONALDS F3812,8.57,Dining,0,mcdonalds f,mcdonalds,2,1,17,Dining,0.8766,8.57,2.258633205464863,0.056,11.995000000000001,0.7144643601500625,1.0,0.0,False,False,13.1,
2026-02-18,CHEVRON 5812,39.2,Fuel,0,chevron,chevron,2,2,18,Fuel,0.9404,39.2,3.6938669956249757,0.034,56.98,0.6879606879606881,1.0,0.0,False,False,0.6,
2026-02-18,SHOPRITE #441,104.15,Groceries,0,shoprite,shoprite,2,2,18,Groceries,0.7574,104.15,4.655387902148709,0.034,89.38,1.1652494965316627,1.1652494965316627,0.3554130758997259,False,False,12.7,
2026-02-18,COSTCO WHOLESALE,144.55,Groceries,0,costco wholesale,costco wholesale,2,2,18,Groceries,0.8857,144.55,4.980519670191632,0.06,107.98,1.3386738284867568,1.3386738284867568,0.6796012418806746,False,False,31.8,
2026-02-18,NETFLIX.COM,21.16,Entertainment,0,netflix com,netflix,2,2,18,Entertainment,0.8948,21.16,3.098288861879083,0.022,19.62,1.0784913353720693,1.0784913353720693,0.5232755691471285,False,False,20.5,
2026-02-19,APPLE MUSIC,18.0,Entertainment,0,apple music,apple music,2,3,19,Entertainment,0.8728,18.0,2.9444389791664403,0.014,9.74,1.8480492813141682,1.8480492813141682,3.7643876170788344,True,False,70.3,
2026-02-19,ETSY.COM,13.7,Shopping,0,etsy com,etsy,2,3,19,Shopping,0.8857,13.7,2.6878474937846906,0.04,58.8,0.23299319727891157,1.0,0.0,False,False,6.7,
2026-02-20,CHEVRON 5812,74.87,Fuel,0,chevron,chevron,2,4,20,Fuel,0.9404,74.87,4.329021349349984,0.034,56.98,1.3139698139698142,1.3139698139698142,1.1795346712645451,False,False,17.2,
2026-02-20,SHELL OIL 88321,71.22,Fuel,0,shell oil,shell,2,4,20,Fuel,0.8847,71.22,4.279717015849312,0.028,55.515,1.2828965144555524,1.2828965144555524,0.9159427045032361,False,False,16.5,
2026-02-20,APPLE MUSIC,9.68,Entertainment,0,apple music,apple music,2,4,20,Entertainment,0.8728,9.68,2.3683728335320486,0.014,9.74,0.9938398357289527,1.0,0.0,False,False,24.6,
2026-02-20,SPOTIFY USA,16.72,Entertainment,0,spotify usa,spotify,2,4,20,Entertainment,0.8853,16.72,2.8746939451769347,0.022,16.63,1.005411906193626,1.005411906193626,0.03607937462417313,False,False,13.3,
2026-02-20,COSTCO WHOLESALE,75.34,Groceries,0,costco wholesale,costco wholesale,2,4,20,Groceries,0.8857,75.34,4.3351970473170836,0.06,107.98,0.697721800333395,1.0,0.0,False,False,15.2,
2026-02-21,AMZN MKTP US,90.57,Shopping,0,amzn mktp us,amazon,2,5,21,Shopping,0.8063,90.57,4.517103707119641,0.034,90.57,1.0,1.0,0.0,False,False,3.3,
2026-02-21,CHIPOTLE 1432,18.53,Dining,0,chipotle,chipotle,2,5,21,Dining,0.8391,18.53,2.9719517448885875,0.044,15.82,1.1713021491782554,1.1713021491782554,0.4803863227809653,False,False,16.8,
2026-02-21,MCDONALDS F3812,6.3,Dining,0,mcdonalds f,mcdonalds,2,5,21,Dining,0.8766,6.3,1.9878743481543455,0.056,11.995000000000001,0.5252188411838266,1.0,0.0,False,False,20.4,
2026-02-22,TARGET STORE 1192,135.98,Shopping,0,target store,target,2,6,22,Shopping,0.8032,135.98,4.919834929769759,0.034,84.47,1.6098022966733752,1.6098022966733752,0.9602824494372417,False,False,24.8,
2026-02-22,EBAY COMMERCE,26.39,Shopping,0,ebay commerce,ebay commerce,2,6,22,Shopping,0.8827,26.39,3.3101779832749867,0.03,93.2,0.28315450643776824,1.0,0.0,False,False,6.1,
2026-02-22,SHOPRITE #441,47.74,Groceries,0,shoprite,shoprite,2,6,22,Groceries,0.7574,47.74,3.8865000481970604,0.034,89.38,0.534123965092862,1.0,0.0,False,False,0.5,
2026-02-22,SPEEDWAY 8912,47.78,Fuel,0,speedway,speedway,2,6,22,Fuel,0.8361,47.78,3.887320392787774,0.024,44.185,1.081362453321263,1.081362453321263,0.171182088268151,False,False,17.8,
2026-02-22,NETFLIX.COM,20.88,Entertainment,0,netflix com,netflix,2,6,22,Entertainment,0.8948,20.88,3.0855729775537806,0.022,19.62,1.0642201834862384,1.0642201834862384,0.4281345565749229,False,False,20.1,
2026-02-22,TARGET STORE 1192,129.82,Shopping,0,target store,target,2,6,22,Shopping,0.8032,129.82,4.8738223325330665,0.034,84.47,1.5368769977506807,1.5368769977506807,0.8454437794987171,False,False,19.8,
2026-02-23,BEST BUY 882,203.03,Shopping,0,best buy,best buy,2,0,23,Shopping,0.8555,203.03,5.318267041855657,0.038,117.4,1.7293867120954003,1.7293867120954003,1.146647681834045,False,False,38.5,
2026-02-23,CHIPOTLE 1432,16.58,Dining,0,chipotle,chipotle,2,0,23,Dining,0.8391,16.58,2.866761892257031,0.044,15.82,1.048040455120101,1.048040455120101,0.13472088756956924,False,False,13.9,
2026-02-23,HULU,23.46,Entertainment,0,hulu,hulu,2,0,23,Entertainment,0.907,23.46,3.1970391302590264,0.02,17.52,1.339041095890411,1.339041095890411,1.265868913520056,False,False,30.4,
2026-02-23,WHOLE FOODS MARKET,40.09,Groceries,0,whole foods market,whole foods,2,0,23,Groceries,0.8276,40.09,3.7157647828953184,0.048,77.685,0.5160584411405034,1.0,0.0,False,False,8.1,
2026-02-23,MCDONALDS F3812,18.99,Dining,0,mcdonalds f,mcdonalds,2,0,23,Dining,0.8766,18.99,2.995232148512309,0.056,11.995000000000001,1.5831596498541056,1.5831596498541056,1.276877635328493,False,False,36.3,
2026-02-24,EBAY COMMERCE,96.01,Shopping,0,ebay commerce,ebay commerce,2,1,24,Shopping,0.8827,96.01,4.574814065973192,0.03,93.2,1.0301502145922747,1.0301502145922747,0.07670251048681645,False,False,13.0,
2026-02-24,SHELL OIL 88321,42.38,Fuel,0,shell oil,shell,2,1,24,Fuel,0.8847,42.38,3.7699985053987284,0.028,55.515,0.7633972800144105,1.0,0.0,False,False,5.3,
2026-02-25,ALDI #128,65.99,Groceries,0,aldi,aldi,2,2,25,Groceries,0.7881,65.99,4.204543354520176,0.03,68.7,0.9605531295487626,1.0,0.0,False,False,3.1,
2026-02-25,STARBUCKS STORE 12931,14.11,Dining,0,starbucks store,starbucks,2,2,25,Dining,0.8092,14.11,2.715356776284648,0.07,9.87,1.4295845997973657,1.4295845997973657,1.1672819674207204,False,False,44.5,
2026-02-25,MOBIL 29182,54.12,Fuel,0,mobil,mobil,2,2,25,Fuel,0.8379,54.12,4.009512626705403,0.032,55.785,0.97015326700726,1.0,0.0,False,False,1.6,
2026-02-25,ETSY.COM,96.3,Shopping,0,etsy com,etsy,2,2,25,Shopping,0.8857,96.3,4.577798989191959,0.04,58.8,1.6377551020408163,1.6377551020408163,1.1281625102753041,False,False,25.2,
2026-02-26,BEST BUY 882,123.1,Shopping,0,best buy,best buy,2,3,26,Shopping,0.8555,123.1,4.821087692210561,0.038,117.4,1.0485519591141397,1.0485519591141397,0.07632712584904873,False,False,17.2,
2026-02-26,AMAZON MARKETPLACE,106.7,Shopping,0,amazon marketplace,amazon marketplace,2,3,26,Shopping,0.8586,106.7,4.679349584162343,0.034,69.9,1.5264663805436336,1.5264663805436336,0.7380689845001102,False,False,17.7,
2026-02-26,CHEVRON 5812,39.0,Fuel,0,chevron,chevron,2,3,26,Fuel,0.9404,39.0,3.6888794541139363,0.034,56.98,0.6844506844506845,1.0,0.0,False,False,0.6,
2026-02-26,PANERA BREAD 2918,19.78,Dining,0,panera bread,panera bread,2,3,26,Dining,0.8521,19.78,3.0339909856710814,0.046,18.11,1.0922142462727775,1.0922142462727775,0.3199998773653168,False,False,15.3,
2026-02-26,NETFLIX.COM,16.15,Entertainment,0,netflix com,netflix,2,3,26,Entertainment,0.8948,16.15,2.8419981736119486,0.022,19.62,0.8231396534148827,1.0,0.0,False,False,7.7,
2026-02-27,ALDI #128,28.27,Groceries,0,aldi,aldi,2,4,27,Groceries,0.7881,28.27,3.3765631007037946,0.03,68.7,0.4114992721979621,1.0,0.0,False,False,5.2,
2026-02-28,DUNKIN 349832,10.51,Dining,0,dunkin,dunkin,2,5,28,Dining,0.8728,10.51,2.4432162227337915,0.044,7.555,1.3911317008603574,1.3911317008603574,0.7893545323775599,False,False,28.9,
2026-02-28,MCDONALDS F3812,14.85,Dining,0,mcdonalds f,mcdonalds,2,5,28,Dining,0.8766,14.85,2.7631695003232895,0.056,11.995000000000001,1.2380158399333054,1.2380158399333054,0.5211559183506571,False,False,28.1,
2026-02-28,STARBUCKS STORE 12931,9.87,Dining,0,starbucks store,starbucks,2,5,28,Dining,0.8092,9.87,2.386006701133118,0.07,9.87,1.0,1.0,0.0,False,False,22.6,
2026-03-02,BEST BUY 882,85.49,Shopping,0,best buy,best buy,3,0,2,Shopping,0.8555,85.49,4.460028800318421,0.038,117.4,0.7281942078364565,1.0,0.0,False,False,5.2,
2026-03-02,AMZN MKTP US,70.99,Shopping,0,amzn mktp us,amazon,3,0,2,Shopping,0.8063,70.99,4.276527220481212,0.034,90.57,0.7838136248205808,1.0,0.0,False,False,0.7,
2026-03-02,PANERA BREAD 2918,22.22,Dining,0,panera bread,panera bread,3,0,2,Dining,0.8521,22.22,3.1450139762697455,0.046,18.11,1.2269464384318056,1.2269464384318056,0.787544608366138,False,False,20.5,
2026-03-02,STARBUCKS STORE 12931,11.95,Dining,0,starbucks store,starbucks,3,0,2,Dining,0.8092,11.95,2.5610957881455465,0.07,9.87,1.210739614994934,1.210739614994934,0.5726288896780892,False,False,35.8,
2026-03-02,KROGER #912,80.1,Groceries,0,kroger,kroger,3,0,2,Groceries,0.7572,80.1,4.395682961121367,0.026,71.93,1.113582649798415,1.113582649798415,0.2443720401296574,False,False,15.6,
2026-03-03,MAX STREAMING,23.88,Entertainment,0,max streaming,max streaming,3,1,3,Entertainment,0.9204,23.88,3.2140642678709788,0.022,16.68,1.4316546762589928,1.4316546762589928,0.8960024849135582,False,False,27.5,
2026-03-03,BEST BUY 882,21.73,Shopping,0,best buy,best buy,3,1,3,Shopping,0.8555,21.73,3.123685637864452,0.038,117.4,0.18509369676320273,1.0,0.0,False,False,6.2,
2026-03-04,BEST BUY 882,117.4,Shopping,0,best buy,best buy,3,2,4,Shopping,0.8555,117.4,4.774068722449905,0.038,117.4,1.0,1.0,0.0,False,False,12.3,
2026-03-04,ALDI #128,74.25,Groceries,0,aldi,aldi,3,2,4,Groceries,0.7881,74.25,4.3208159036289855,0.03,68.7,1.0807860262008733,1.0807860262008733,0.2012593395212421,False,False,11.0,
2026-03-04,HULU,15.08,Entertainment,0,hulu,hulu,3,2,4,Entertainment,0.907,15.08,2.77757626375082,0.02,17.52,0.860730593607306,1.0,0.0,False,False,12.6,
2026-03-04,MCDONALDS F3812,8.45,Dining,0,mcdonalds f,mcdonalds,3,2,4,Dining,0.8766,8.45,2.2460147415056513,0.056,11.995000000000001,0.7044601917465609,1.0,0.0,False,False,13.3,
2026-03-04,STARBUCKS STORE 12931,4.59,Dining,0,starbucks store,starbucks,3,2,4,Dining,0.8092,4.59,1.7209792871670078,0.07,9.87,0.4650455927051672,1.0,0.0,False,False,35.2,
2026-03-05,AMAZON MARKETPLACE,31.95,Shopping,0,amazon marketplace,amazon marketplace,3,3,5,Shopping,0.8586,31.95,3.4949912609485163,0.034,69.9,0.45708154506437765,1.0,0.0,False,False,2.3,
2026-03-05,HULU,14.81,Entertainment,0,hulu,hulu,3,3,5,Entertainment,0.907,14.81,2.7606426512213806,0.02,17.52,0.8453196347031964,1.0,0.0,False,False,13.1,
2026-03-06,BP GAS STATION 2281,55.3,Fuel,0,bp gas station,bp,3,4,6,Fuel,0.8547,55.3,4.030694535145645,0.018,49.95,1.107107107107107,1.107107107107107,0.5673782332075127,False,False,28.0,
2026-03-06,DISNEY PLUS,24.83,Entertainment,0,disney plus,disney plus,3,4,6,Entertainment,0.8426,24.83,3.251536607107749,0.014,19.96,1.2439879759519037,1.2439879759519037,1.6265865063460243,False,False,44.9,
2026-03-06,EBAY COMMERCE,93.2,Shopping,0,ebay commerce,ebay commerce,3,4,6,Shopping,0.8827,93.2,4.545420181582317,0.03,93.2,1.0,1.0,0.0,False,False,7.4,
2026-03-06,TACO BELL 3982,5.41,Dining,0,taco bell,taco bell,3,4,6,Dining,0.861,5.41,1.8578592709325787,0.036,12.05,0.4489626556016597,1.0,0.0,False,False,20.7,
2026-03-06,ETSY.COM,19.66,Shopping,0,etsy com,etsy,3,4,6,Shopping,0.8857,19.66,3.0281994636914926,0.04,58.8,0.33435374149659863,1.0,0.0,False,False,5.6,
2026-03-06,TACO BELL 3982,11.79,Dining,0,taco bell,taco bell,3,4,6,Dining,0.861,11.79,2.548663615590751,0.036,12.05,0.9784232365145227,1.0,0.0,False,False,6.4,
2026-03-07,TARGET STORE 1192,44.81,Shopping,0,target store,target,3,5,7,Shopping,0.8032,44.81,3.8245024078986507,0.034,84.47,0.5304841955723926,1.0,0.0,False,False,0.5,
2026-03-07,WHOLE FOODS MARKET,41.36,Groceries,0,whole foods market,whole foods,3,5,7,Groceries,0.8276,41.36,3.7462045207332055,0.048,77.685,0.5324065134839415,1.0,0.0,False,False,8.0,
2026-03-08,MOBIL 29182,51.0,Fuel,0,mobil,mobil,3,6,8,Fuel,0.8379,51.0,3.9512437185814275,0.032,55.785,0.9142242538316753,1.0,0.0,False,False,1.7,
2026-03-08,MOBIL 29182,70.98,Fuel,0,mobil,mobil,3,6,8,Fuel,0.8379,70.98,4.276388302650885,0.032,55.785,1.2723850497445552,1.2723850497445552,0.9081867160165593,False,False,14.0,
2026-03-08,CHIPOTLE 1432,17.67,Dining,0,chipotle,chipotle,3,6,8,Dining,0.8391,17.67,2.9269179575536315,0.044,15.82,1.1169405815423517,1.1169405815423517,0.32793900263645254,False,False,15.0,
2026-03-09,EXXON 57291,61.27,Fuel,0,exxon,exxon,3,0,9,Fuel,0.8754,61.27,4.13147976888436,0.014,59.83,1.0240681932141067,1.0240681932141067,0.12248003702979829,False,False,31.0,
2026-03-09,ETSY.COM,58.79,Shopping,0,etsy com,etsy,3,0,9,Shopping,0.8857,58.79,4.090838422892813,0.04,58.8,0.9998299319727891,1.0,0.0,False,False,3.5,
2026-03-10,BP GAS STATION 2281,43.59,Fuel,0,bp gas station,bp,3,1,10,Fuel,0.8547,43.59,3.7975096186393853,0.018,49.95,0.8726726726726727,1.0,0.0,False,False,14.6,
2026-03-10,PANERA BREAD 2918,16.93,Dining,0,panera bread,panera bread,3,1,10,Dining,0.8521,16.93,2.8864752876170416,0.046,18.11,0.9348426283821093,1.0,0.0,False,False,6.5,
2026-03-11,COSTCO WHOLESALE,118.77,Groceries,0,costco wholesale,costco wholesale,3,2,11,Groceries,0.8857,118.77,4.785573236959415,0.06,107.98,1.099925912205964,1.099925912205964,0.20051674596369898,False,False,29.5,
2026-03-11,COSTCO WHOLESALE,97.19,Groceries,0,costco wholesale,costco wholesale,3,2,11,Groceries,0.8857,97.19,4.586904377181199,0.06,107.98,0.9000740877940359,1.0,0.0,False,False,17.3,
2026-03-11,APPLE MUSIC,9.68,Entertainment,0,apple music,apple music,3,2,11,Entertainment,0.8728,9.68,2.3683728335320486,0.014,9.74,0.9938398357289527,1.0,0.0,False,False,24.6,
2026-03-11,SPOTIFY USA,14.14,Entertainment,0,spotify usa,spotify,3,2,11,Entertainment,0.8853,14.14,2.717340248009303,0.022,16.63,0.8502705953096814,1.0,0.0,False,False,9.8,
2026-03-11,EXXON 57291,34.46,Fuel,0,exxon,exxon,3,2,11,Fuel,0.8754,34.46,3.5684053006460617,0.014,59.83,0.5759652348320241,1.0,0.0,False,False,19.3,
2026-03-12,COSTCO WHOLESALE,122.36,Groceries,0,costco wholesale,costco wholesale,3,3,12,Groceries,0.8857,122.36,4.815106909815019,0.06,107.98,1.1331728097795888,1.1331728097795888,0.26723177080240895,False,False,31.5,
2026-03-12,WHOLE FOODS MARKET,119.77,Groceries,0,whole foods market,whole foods,3,3,12,Groceries,0.8276,119.77,4.793887910287284,0.048,77.685,1.5417390744674002,1.5417390744674002,0.9205754374111401,False,False,25.7,
2026-03-13,SHOPRITE #441,89.38,Groceries,0,shoprite,shoprite,3,4,13,Groceries,0.7574,89.38,4.504023003983134,0.034,89.38,1.0,1.0,0.0,False,False,3.5,
2026-03-13,MCDONALDS F3812,12.13,Dining,0,mcdonalds f,mcdonalds,3,4,13,Dining,0.8766,12.13,2.574899688314705,0.056,11.995000000000001,1.0112546894539391,1.0112546894539391,0.024643099466668525,False,False,20.1,
2026-03-14,SPOTIFY USA,16.38,Entertainment,0,spotify usa,spotify,3,5,14,Entertainment,0.8853,16.38,2.8553201198372458,0.022,16.63,0.9849669272399278,1.0,0.0,False,False,7.5,
2026-03-14,STARBUCKS STORE 12931,5.45,Dining,0,starbucks store,starbucks,3,5,14,Dining,0.8092,5.45,1.864080130807681,0.07,9.87,0.552178318135765,1.0,0.0,False,False,29.1,
2026-03-15,AMZN MKTP US,16.41,Shopping,0,amzn mktp us,amazon,3,6,15,Shopping,0.8063,16.41,2.8570447537800976,0.034,90.57,0.1811858231202385,1.0,0.0,False,False,4.8,
2026-03-15,TACO BELL 3982,13.08,Dining,0,taco bell,taco bell,3,6,15,Dining,0.861,13.08,2.644755350729896,0.036,12.05,1.0854771784232364,1.0854771784232364,0.2988066590369429,False,False,17.8,
